Ov,T,S,Sv
72.6,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
73.0,Over 73. 1 run. Bowler: Jack Sinfield. South Australia: 254/7(rr 3.48),End of over,
73.1,"Jack Wildermuth to Nathan McAndrew. Back of a length, Late Cut, Played to deep backward point for 3 runs.",Three runs,3
73.1,"No ball Jack Wildermuth to Nathan McAndrew. Length ball, shoulders arms, and it was a no ball, fielded by Peirson.",No ball,nb
73.2,"Jack Wildermuth to Harry Nielsen. Length ball, Late Cut, Played to gully for no runs.",Dot ball,0
73.3,"Jack Wildermuth to Harry Nielsen. Back of a length, cutting, Played to deep point for 1 run.",One run,1
73.4,"Jack Wildermuth to Nathan McAndrew. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
73.5,"Jack Wildermuth to Nathan McAndrew. Length ball, driving, Hit Hard to point for no runs.",Dot ball,0
73.6,"Jack Wildermuth to Nathan McAndrew. Back of a length, defending, Played to silly point for no runs.",Dot ball,0
74.0,Over 74. 5 runs. Bowler: Jack Wildermuth. South Australia: 259/7(rr 3.50),End of over,
74.1,"Jack Sinfield to Harry Nielsen. Half volley, driving, Played to silly mid off for no runs.",Dot ball,0
74.2,"Jack Sinfield to Harry Nielsen. Length ball, driving, Played to mid off for no runs.",Dot ball,0
74.3,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
74.4,"Jack Sinfield to Harry Nielsen. Length ball, defending, Edged to third man for 2 runs.",Two runs,2
74.5,"Jack Sinfield to Harry Nielsen. Half volley, driving, Played back to bowler for no runs.",Dot ball,0
74.6,"Jack Sinfield to Harry Nielsen. Half volley, sweeping, Played to fine leg for 1 run.",One run,1
75.0,Over 75. 3 runs. Bowler: Jack Sinfield. South Australia: 262/7(rr 3.49),End of over,
75.1,"Jack Wildermuth to Harry Nielsen. Length ball, Late Cut, Played to gully for no runs.",Dot ball,0
75.2,"Jack Wildermuth to Harry Nielsen. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
75.3,"Jack Wildermuth to Harry Nielsen. Length ball, Late Cut, Played to gully for no runs.",Dot ball,0
75.4,"Jack Wildermuth to Harry Nielsen. Length ball, defending, Played to short extra cover for no runs.",Dot ball,0
75.5,"FOUR! Jack Wildermuth to Harry Nielsen. Half volley, pushing, Hit Hard past long on for 4 runs.",Four runs,4
75.6,"OUT! Run Out. Jack Wildermuth to Harry Nielsen. Length ball, pushing, Played to gully, fielded by Heazlett.",Wicket,W
76.0,Over 76. 4 runs. Bowler: Jack Wildermuth. South Australia: 266/8(rr 3.50),End of over,
76.1,"Jack Sinfield to Harry Nielsen. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
76.2,"Jack Sinfield to Harry Nielsen. Half volley, working, Played to mid on for no runs.",Dot ball,0
76.3,"Jack Sinfield to Harry Nielsen. Length ball, Late Cut, Played to backward point for 1 run.",One run,1
76.4,"Jack Sinfield to Brendan Doggett. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
76.5,"Jack Sinfield to Brendan Doggett. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
76.6,"Jack Sinfield to Brendan Doggett. Half volley, working, Played to deep mid wicket for 2 runs.",Two runs,2
77.0,Over 77. 3 runs. Bowler: Jack Sinfield. South Australia: 269/8(rr 3.49),End of over,
77.1,"Jack Wildermuth to Harry Nielsen. Back of a length, cutting, Played to deep point for 1 run.",One run,1
77.2,"Jack Wildermuth to Brendan Doggett. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
77.3,"Jack Wildermuth to Brendan Doggett. Short, Leave, for no runs, fielded by Peirson.",Dot ball,0
77.4,"Jack Wildermuth to Brendan Doggett. Length ball, defending, Played to silly mid off for no runs.",Dot ball,0
77.5,"Jack Wildermuth to Brendan Doggett. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
77.6,"Jack Wildermuth to Brendan Doggett. Short, Steer, Played to gully for no runs.",Dot ball,0
78.0,Over 78. 1 run. Bowler: Jack Wildermuth. South Australia: 270/8(rr 3.46),End of over,
78.1,"Jack Sinfield to Harry Nielsen. Half volley, driving, Hit Hard to short extra cover for no runs.",Dot ball,0
78.2,"OUT! Bowled. Jack Sinfield to Harry Nielsen. Length ball, defending, missed.",Wicket,W
78.3,"Jack Sinfield to Spencer Johnson. Length ball, defending, Played back to bowler for no runs.",Dot ball,0
78.4,"Jack Sinfield to Spencer Johnson. Length ball, driving, Edged to short third man for 1 run, dropped catch by Neser.",One run,1
78.5,"Jack Sinfield to Brendan Doggett. Half volley, driving, Played to mid on for 1 run.",One run,1
78.6,"Jack Sinfield to Spencer Johnson. Length ball, defending, Played to silly mid on for no runs.",Dot ball,0
79.0,Over 79. 2 runs. Bowler: Jack Sinfield. South Australia: 272/9(rr 3.44),End of over,
79.1,"Jack Wildermuth to Brendan Doggett. Short, hooking, missed for no runs, fielded by Peirson.",Dot ball,0
79.2,"Jack Wildermuth to Brendan Doggett. Back of a length, working, Played to short mid wicket for no runs.",Dot ball,0
79.3,"Jack Wildermuth to Brendan Doggett. Short, pulling, missed for no runs, fielded by Peirson.",Dot ball,0
79.4,"Jack Wildermuth to Brendan Doggett. Short, hooking, missed for no runs, fielded by Peirson.",Dot ball,0
79.5,"Jack Wildermuth to Brendan Doggett. Back of a length, pulling, missed for no runs, fielded by Peirson.",Dot ball,0
79.6,"OUT! Caught. Jack Wildermuth to Brendan Doggett. Short, hooking, mis-timed in the air uncontrolled to fine leg, caught by Bartlett. That's stumps on Day 1 of this clash. Play was suppose to resume but light became a problem as the players walked onto the ground. South Australia finished their innings all out for 272, with stand out performances from Lehmann 68 off 58 and Manenti 88 off 101. Pick of the bowlers were Neser and Bartlett who picked up 3/60 and 3/54  from their 19 and 16 overs respectively. Be back tomorrow at 9:07am local time for Day 2 action. Cheers!",Wicket,W
80.0,Over 80. no runs. Bowler: Jack Wildermuth. South Australia: 272/10(rr 3.40),End of over,
